YY,MM,DD,hh,mm,WVHT
2009,9,8,22,50,1.74
2009,9,8,23,50,1.7
2009,9,9,0,50,1.71
2009,9,9,1,50,1.72
2009,9,9,2,50,1.75
2009,9,9,3,50,1.84
2009,9,9,4,50,1.84
2009,9,9,5,50,1.76
2009,9,9,6,50,1.76
2009,9,9,7,50,1.75
2009,9,9,8,50,1.79
2009,9,9,9,50,1.66
2009,9,9,10,50,1.77
2009,9,9,11,50,1.82
2009,9,9,12,50,1.72
2009,9,9,13,50,1.65
2009,9,9,14,50,1.74
2009,9,9,15,50,1.66
2009,9,9,16,50,1.71
2009,9,9,17,50,1.75
2009,9,9,18,50,1.6
2009,9,9,19,50,1.65
2009,9,9,20,50,1.68
2009,9,9,21,50,1.69
2009,9,9,22,50,1.68
2009,9,9,23,50,1.72
2009,9,10,0,50,1.68
2009,9,10,1,50,1.7
2009,9,10,2,50,1.7
2009,9,10,3,50,1.61
2009,9,10,4,50,1.48
2009,9,10,5,50,1.53
2009,9,10,6,50,1.57
2009,9,10,7,50,1.5
2009,9,10,8,50,1.54
2009,9,10,9,50,1.59
2009,9,10,10,50,1.72
2009,9,10,11,50,1.59
2009,9,10,12,50,1.54
2009,9,10,13,50,1.73
2009,9,10,14,50,1.65
2009,9,10,15,50,1.61
2009,9,10,16,50,1.73
2009,9,10,17,50,1.59
2009,9,10,18,50,1.68
2009,9,10,19,50,1.69
2009,9,10,20,50,1.88
2009,9,10,21,50,1.9
2009,9,10,22,50,2.12
2009,9,10,23,50,2.14
2009,9,11,0,50,2.11
2009,9,11,1,50,2.22
2009,9,11,2,50,2.16
2009,9,11,3,50,2.01
2009,9,11,4,50,2.01
2009,9,11,5,50,2.06
2009,9,11,6,50,1.97
2009,9,11,7,50,2
2009,9,11,8,50,2.21
2009,9,11,9,50,2.1
2009,9,11,10,50,2.09
2009,9,11,11,50,2.13
2009,9,11,12,50,1.92
2009,9,11,13,50,1.77
2009,9,11,14,50,1.8
2009,9,11,15,50,1.77
2009,9,11,16,50,1.94
2009,9,11,17,50,1.88
2009,9,11,18,50,2.04
2009,9,11,19,50,2.07
2009,9,11,20,50,1.95
2009,9,11,21,50,2.05
2009,9,11,22,50,2.18
2009,9,11,23,50,2.37
2009,9,12,0,50,2.43
2009,9,12,1,50,2.2
2009,9,12,2,50,2.52
2009,9,12,3,50,2.53
2009,9,12,4,50,2.73
2009,9,12,5,50,2.68
2009,9,12,6,50,2.29
2009,9,12,7,50,2.46
2009,9,12,8,50,2.42
2009,9,12,9,50,2.33
2009,9,12,10,50,2.41
2009,9,12,11,50,2.49
2009,9,12,12,50,2.68
2009,9,12,13,50,2.48
2009,9,12,14,50,2.44
2009,9,12,15,50,2.46
2009,9,12,16,50,2.65
2009,9,12,17,50,2.45
2009,9,12,18,50,2.42
2009,9,12,19,50,2.65
2009,9,12,20,50,2.57
2009,9,12,21,50,2.37
2009,9,12,22,50,2.69
2009,9,12,23,50,2.48
2009,9,13,0,50,2.87
2009,9,13,1,50,2.84
9999,9999,9999,2,9999,2.705
2009,9,13,3,50,2.57
2009,9,13,4,50,3
2009,9,13,5,50,2.83
2009,9,13,6,50,2.7
2009,9,13,7,50,2.55
2009,9,13,8,50,2.59
2009,9,13,9,50,2.34
2009,9,13,10,50,2.51
2009,9,13,11,50,2.71
2009,9,13,12,50,2.83
2009,9,13,13,50,2.87
2009,9,13,14,50,3.15
2009,9,13,15,50,2.62
2009,9,13,16,50,2.59
2009,9,13,17,50,2.49
2009,9,13,18,50,2.4
2009,9,13,19,50,2.41
2009,9,13,20,50,2.8
2009,9,13,21,50,2.38
2009,9,13,22,50,2.45
2009,9,13,23,50,2.41
2009,9,14,0,50,2.1
2009,9,14,1,50,2.07
2009,9,14,2,50,2.26
2009,9,14,3,50,2.36
2009,9,14,4,50,2.32
2009,9,14,5,50,2.37
2009,9,14,6,50,2.25
2009,9,14,7,50,2.21
2009,9,14,8,50,2.18
2009,9,14,9,50,2.1
2009,9,14,10,50,2.15
2009,9,14,11,50,2.12
2009,9,14,12,50,1.97
2009,9,14,13,50,1.96
2009,9,14,14,50,1.99
2009,9,14,15,50,1.88
2009,9,14,16,50,1.92
2009,9,14,17,50,1.82
2009,9,14,18,50,1.79
2009,9,14,19,50,1.74
2009,9,14,20,50,1.67
2009,9,14,21,50,1.73
2009,9,14,22,50,1.82
2009,9,14,23,50,1.56
2009,9,15,0,50,1.66
2009,9,15,1,50,1.71
2009,9,15,2,50,1.7
2009,9,15,3,50,1.66
2009,9,15,4,50,1.62
2009,9,15,5,50,1.71
2009,9,15,6,50,1.76
2009,9,15,7,50,1.59
2009,9,15,8,50,1.61
2009,9,15,9,50,1.41
2009,9,15,10,50,1.48
2009,9,15,11,50,1.52
2009,9,15,12,50,1.42
2009,9,15,13,50,1.42
2009,9,15,14,50,1.4
2009,9,15,15,50,1.51
2009,9,15,16,50,1.46
2009,9,15,17,50,1.54
2009,9,15,18,50,1.3
2009,9,15,19,50,1.36
2009,9,15,20,50,1.42
2009,9,15,21,50,1.47
2009,9,15,22,50,1.54
2009,9,15,23,50,1.33
2009,9,16,0,50,1.37
2009,9,16,1,50,1.55
2009,9,16,2,50,1.55
2009,9,16,3,50,1.47
2009,9,16,4,50,1.33
2009,9,16,5,50,1.35
2009,9,16,6,50,1.41
2009,9,16,7,50,1.43
2009,9,16,8,50,1.38
2009,9,16,9,50,1.51
2009,9,16,10,50,1.49
2009,9,16,11,50,1.3
2009,9,16,12,50,1.23
2009,9,16,13,50,1.31
2009,9,16,14,50,1.39
2009,9,16,15,50,1.3
2009,9,16,16,50,1.29
2009,9,16,17,50,1.38
2009,9,16,18,50,1.42
2009,9,16,19,50,1.37
2009,9,16,20,50,1.48
2009,9,16,21,50,1.49
2009,9,16,22,50,1.5
2009,9,16,23,50,1.61
2009,9,17,0,50,1.83
2009,9,17,1,50,2.18
2009,9,17,2,50,2.33
2009,9,17,3,50,2.23
2009,9,17,4,50,2.25
2009,9,17,5,50,2.33
2009,9,17,6,50,2.3
2009,9,17,7,50,2.57
2009,9,17,8,50,2.39
2009,9,17,9,50,2.56
2009,9,17,10,50,2.29
2009,9,17,11,50,2.4
2009,9,17,12,50,2.5
2009,9,17,13,50,2.25
2009,9,17,14,50,1.94
2009,9,17,15,50,2.2
2009,9,17,16,50,2.32
2009,9,17,17,50,2.05
2009,9,17,18,50,1.91
2009,9,17,19,50,2.04
2009,9,17,20,50,1.81
2009,9,17,21,50,1.79
2009,9,17,22,50,1.88
2009,9,17,23,50,1.86
2009,9,18,0,50,1.87
2009,9,18,1,50,1.87
2009,9,18,2,50,1.69
2009,9,18,3,50,1.89
2009,9,18,4,50,1.77
2009,9,18,5,50,1.83
2009,9,18,6,50,1.81
2009,9,18,7,50,1.88
2009,9,18,8,50,1.91
2009,9,18,9,50,1.78
2009,9,18,10,50,1.65
2009,9,18,11,50,1.68
2009,9,18,12,50,1.56
2009,9,18,13,50,1.78
2009,9,18,14,50,1.68
2009,9,18,15,50,1.78
2009,9,18,16,50,1.66
2009,9,18,17,50,1.7
2009,9,18,18,50,1.8
2009,9,18,19,50,1.6
2009,9,18,20,50,1.64
2009,9,18,21,50,1.59
9999,9999,9999,22,9999,1.59
2009,9,18,23,50,1.59
2009,9,19,0,50,1.56
2009,9,19,1,50,1.58
2009,9,19,2,50,1.62
2009,9,19,3,50,1.52
2009,9,19,4,50,1.54
2009,9,19,5,50,1.61
2009,9,19,6,50,1.63
2009,9,19,7,50,1.7
2009,9,19,8,50,1.61
2009,9,19,9,50,1.63
2009,9,19,10,50,1.71
2009,9,19,11,50,1.67
2009,9,19,12,50,1.54
2009,9,19,13,50,1.64
2009,9,19,14,50,1.68
2009,9,19,15,50,1.61
2009,9,19,16,50,1.75
2009,9,19,17,50,1.72
2009,9,19,18,50,1.82
2009,9,19,19,50,1.87
2009,9,19,20,50,1.87
2009,9,19,21,50,1.84
2009,9,19,22,50,1.86
2009,9,19,23,50,1.79
2009,9,20,0,50,1.76
2009,9,20,1,50,1.83
2009,9,20,2,50,1.74
2009,9,20,3,50,1.88
2009,9,20,4,50,1.81
2009,9,20,5,50,1.89
2009,9,20,6,50,2
2009,9,20,7,50,2.08
2009,9,20,8,50,2.11
2009,9,20,9,50,1.97
2009,9,20,10,50,2.12
2009,9,20,11,50,2.21
2009,9,20,12,50,2.02
2009,9,20,13,50,2.08
2009,9,20,14,50,2.09
2009,9,20,15,50,2.11
2009,9,20,16,50,2.1
2009,9,20,17,50,2.23
2009,9,20,18,50,2.39
2009,9,20,19,50,2.33
2009,9,20,20,50,2.36
2009,9,20,21,50,2.27
2009,9,20,22,50,1.95
2009,9,20,23,50,1.92
2009,9,21,0,50,2.01
2009,9,21,1,50,1.88
2009,9,21,2,50,1.9
2009,9,21,3,50,1.87
2009,9,21,4,50,1.71
2009,9,21,5,50,1.76
2009,9,21,6,50,1.86
2009,9,21,7,50,1.73
2009,9,21,8,50,1.66
2009,9,21,9,50,1.71
2009,9,21,10,50,1.79
2009,9,21,11,50,1.71
2009,9,21,12,50,1.9
2009,9,21,13,50,1.84
2009,9,21,14,50,1.78
2009,9,21,15,50,1.8
2009,9,21,16,50,1.79
2009,9,21,17,50,1.83
2009,9,21,18,50,1.7
2009,9,21,19,50,1.74
2009,9,21,20,50,1.86
2009,9,21,21,50,1.87
2009,9,21,22,50,1.74
2009,9,21,23,50,1.87
2009,9,22,0,50,1.92
2009,9,22,1,50,1.78
2009,9,22,2,50,1.95
2009,9,22,3,50,2.16
2009,9,22,4,50,1.91
2009,9,22,5,50,1.91
2009,9,22,6,50,1.92
2009,9,22,7,50,1.81
2009,9,22,8,50,1.88
2009,9,22,9,50,2
2009,9,22,10,50,2
9999,9999,9999,11,9999,2.045
2009,9,22,12,50,2.09
2009,9,22,13,50,1.99
2009,9,22,14,50,2.16
2009,9,22,15,50,1.82
2009,9,22,16,50,2.11
2009,9,22,17,50,1.82
2009,9,22,18,50,2.13
2009,9,22,19,50,2.07
9999,9999,9999,20,9999,1.965
2009,9,22,21,50,1.86
2009,9,22,22,50,1.94
2009,9,22,23,50,2.02
2009,9,23,0,50,1.98
2009,9,23,1,50,2.02
2009,9,23,2,50,2.13
2009,9,23,3,50,1.75
2009,9,23,4,50,1.77
2009,9,23,5,50,1.83
2009,9,23,6,50,1.83
2009,9,23,7,50,1.84
2009,9,23,8,50,1.85
2009,9,23,9,50,1.67
2009,9,23,10,50,1.72
2009,9,23,11,50,1.6
2009,9,23,12,50,1.52
2009,9,23,13,50,1.64
2009,9,23,14,50,1.78
2009,9,23,15,50,1.55
2009,9,23,16,50,1.41
2009,9,23,17,50,1.57
2009,9,23,18,50,1.46
2009,9,23,19,50,1.57
2009,9,23,20,50,1.48
2009,9,23,21,50,1.46
2009,9,23,22,50,1.58
2009,9,23,23,50,1.67
2009,9,24,0,50,1.5
2009,9,24,1,50,1.6
2009,9,24,2,50,1.5
2009,9,24,3,50,1.55
2009,9,24,4,50,1.47
2009,9,24,5,50,1.57
2009,9,24,6,50,1.62
2009,9,24,7,50,1.46
2009,9,24,8,50,1.38
2009,9,24,9,50,1.57
2009,9,24,10,50,1.63
2009,9,24,11,50,1.44
2009,9,24,12,50,1.62
2009,9,24,13,50,1.5
2009,9,24,14,50,1.67
2009,9,24,15,50,1.71
2009,9,24,16,50,1.83
2009,9,24,17,50,1.82
2009,9,24,18,50,1.85
2009,9,24,19,50,1.76
2009,9,24,20,50,1.96
2009,9,24,21,50,1.66
2009,9,24,22,50,1.72
2009,9,24,23,50,1.88
2009,9,25,0,50,2.04
2009,9,25,1,50,1.89
2009,9,25,2,50,2.33
2009,9,25,3,50,2.16
2009,9,25,4,50,2.15
2009,9,25,5,50,2.31
2009,9,25,6,50,2.51
2009,9,25,7,50,2.61
2009,9,25,8,50,2.44
2009,9,25,9,50,2.78
2009,9,25,10,50,2.45
2009,9,25,11,50,2.56
2009,9,25,12,50,2.79
2009,9,25,13,50,2.48
2009,9,25,14,50,2.76
2009,9,25,15,50,2.5
2009,9,25,16,50,2.81
2009,9,25,17,50,2.95
2009,9,25,18,50,2.75
2009,9,25,19,50,3.09
2009,9,25,20,50,3.25
2009,9,25,21,50,3.25
2009,9,25,22,50,2.66
2009,9,25,23,50,3.02
2009,9,26,0,50,2.63
9999,9999,9999,1,9999,2.735
2009,9,26,2,50,2.84
2009,9,26,3,50,2.9
2009,9,26,4,50,3.14
2009,9,26,5,50,3.29
2009,9,26,6,50,2.91
2009,9,26,7,50,3.28
2009,9,26,8,50,3.03
2009,9,26,9,50,2.99
2009,9,26,10,50,3.15
2009,9,26,11,50,3.15
2009,9,26,12,50,3.04
2009,9,26,13,50,2.76
2009,9,26,14,50,2.94
2009,9,26,15,50,2.71
2009,9,26,16,50,2.65
2009,9,26,17,50,2.88
2009,9,26,18,50,2.91
2009,9,26,19,50,2.79
2009,9,26,20,50,2.76
2009,9,26,21,50,2.87
2009,9,26,22,50,2.55
2009,9,26,23,50,2.68
2009,9,27,0,50,2.39
2009,9,27,1,50,2.45
2009,9,27,2,50,2.44
2009,9,27,3,50,2.19
2009,9,27,4,50,2.46
2009,9,27,5,50,2.32
2009,9,27,6,50,2.41
2009,9,27,7,50,2.22
2009,9,27,8,50,2.29
2009,9,27,9,50,2.33
2009,9,27,10,50,2.32
2009,9,27,11,50,2.24
2009,9,27,12,50,2.19
2009,9,27,13,50,2.17
2009,9,27,14,50,2.25
2009,9,27,15,50,2.17
2009,9,27,16,50,2.04
2009,9,27,17,50,2.27
2009,9,27,18,50,2.11
2009,9,27,19,50,2.11
2009,9,27,20,50,2.05
2009,9,27,21,50,2.24
2009,9,27,22,50,1.99
2009,9,27,23,50,2.21
2009,9,28,0,50,2.2
2009,9,28,1,50,2.13
2009,9,28,2,50,2.39
2009,9,28,3,50,2.18
2009,9,28,4,50,2
2009,9,28,5,50,2.1
2009,9,28,6,50,2.12
2009,9,28,7,50,2.07
2009,9,28,8,50,2.02
2009,9,28,9,50,2.01
2009,9,28,10,50,1.99
2009,9,28,11,50,1.92
2009,9,28,12,50,1.87
2009,9,28,13,50,1.86
2009,9,28,14,50,1.89
2009,9,28,15,50,1.8
2009,9,28,16,50,1.94
2009,9,28,17,50,1.87
2009,9,28,18,50,1.93
2009,9,28,19,50,1.84
2009,9,28,20,50,1.87
2009,9,28,21,50,1.83
2009,9,28,22,50,1.84
2009,9,28,23,50,2.06
2009,9,29,0,50,2.09
2009,9,29,1,50,2.05
2009,9,29,2,50,2.19
2009,9,29,3,50,1.99
2009,9,29,4,50,1.98
2009,9,29,5,50,2.11
2009,9,29,6,50,2.18
2009,9,29,7,50,2.13
2009,9,29,8,50,1.99
2009,9,29,9,50,2.11
2009,9,29,10,50,2.09
2009,9,29,11,50,2.08
2009,9,29,12,50,1.98
2009,9,29,13,50,2.01
2009,9,29,14,50,1.89
2009,9,29,15,50,1.94
2009,9,29,16,50,2.11
2009,9,29,17,50,2.1
2009,9,29,18,50,2.15
2009,9,29,19,50,2.19
2009,9,29,20,50,2.11
2009,9,29,21,50,2.09
2009,9,29,22,50,2.32
2009,9,29,23,50,2.3
2009,9,30,0,50,2.22
2009,9,30,1,50,2.17
2009,9,30,2,50,2.21
2009,9,30,3,50,2.33
2009,9,30,4,50,2.23
2009,9,30,5,50,2.28
2009,9,30,6,50,2.2
2009,9,30,7,50,2.19
2009,9,30,8,50,2.25
2009,9,30,9,50,2.16
2009,9,30,10,50,2.21
2009,9,30,11,50,2.2
2009,9,30,12,50,2.01
2009,9,30,13,50,2.03
2009,9,30,14,50,2.15
2009,9,30,15,50,2.07
2009,9,30,16,50,2.23
2009,9,30,17,50,2.17
2009,9,30,18,50,1.93
2009,9,30,19,50,2.3
2009,9,30,20,50,2.23
2009,9,30,21,50,2.21
2009,9,30,22,50,2.26
2009,9,30,23,50,2.11
2009,10,1,0,50,2.13
2009,10,1,1,50,2.22
2009,10,1,2,50,2.14
2009,10,1,3,50,2.33
2009,10,1,4,50,2.34
2009,10,1,5,50,2.14
2009,10,1,6,50,2.25
2009,10,1,7,50,2.18
2009,10,1,8,50,2.21
2009,10,1,9,50,2.19
2009,10,1,10,50,2.25
2009,10,1,11,50,2.05
2009,10,1,12,50,2.12
2009,10,1,13,50,2.18
2009,10,1,14,50,2.12
2009,10,1,15,50,1.99
2009,10,1,16,50,2
2009,10,1,17,50,2.24
2009,10,1,18,50,2
2009,10,1,19,50,2.2
2009,10,1,20,50,2.17
2009,10,1,21,50,2.12
2009,10,1,22,50,2.26
2009,10,1,23,50,2.31
2009,10,2,0,50,2.26
2009,10,2,1,50,2.24
2009,10,2,2,50,2.18
2009,10,2,3,50,2.37
2009,10,2,4,50,2.59
2009,10,2,5,50,2.45
2009,10,2,6,50,2.5
2009,10,2,7,50,2.68
2009,10,2,8,50,2.61
2009,10,2,9,50,2.51
2009,10,2,10,50,2.61
2009,10,2,11,50,2.34
2009,10,2,12,50,2.58
2009,10,2,13,50,2.41
2009,10,2,14,50,2.79
2009,10,2,15,50,2.71
2009,10,2,16,50,2.31
2009,10,2,17,50,2.33
2009,10,2,18,50,2.36
2009,10,2,19,50,2.5
2009,10,2,20,50,2.35
2009,10,2,21,50,2.65
2009,10,2,22,50,2.66
2009,10,2,23,50,2.62
2009,10,3,0,50,2.71
2009,10,3,1,50,2.78
2009,10,3,2,50,2.8
2009,10,3,3,50,2.83
2009,10,3,4,50,2.72
2009,10,3,5,50,2.96
2009,10,3,6,50,2.71
2009,10,3,7,50,2.58
2009,10,3,8,50,2.68
2009,10,3,9,50,2.76
2009,10,3,10,50,2.77
2009,10,3,11,50,3.17
2009,10,3,12,50,2.91
2009,10,3,13,50,2.75
2009,10,3,14,50,2.98
2009,10,3,15,50,2.71
2009,10,3,16,50,2.82
2009,10,3,17,50,2.78
2009,10,3,18,50,2.73
2009,10,3,19,50,2.98
2009,10,3,20,50,3.23
2009,10,3,21,50,2.8
2009,10,3,22,50,2.64
2009,10,3,23,50,2.69
2009,10,4,0,50,2.86
2009,10,4,1,50,2.85
2009,10,4,2,50,2.63
2009,10,4,3,50,2.97
2009,10,4,4,50,2.77
2009,10,4,5,50,2.76
2009,10,4,6,50,2.51
2009,10,4,7,50,2.57
2009,10,4,8,50,2.48
2009,10,4,9,50,2.57
2009,10,4,10,50,2.56
2009,10,4,11,50,2.61
2009,10,4,12,50,2.53
2009,10,4,13,50,2.64
2009,10,4,14,50,2.49
2009,10,4,15,50,2.48
2009,10,4,16,50,2.55
2009,10,4,17,50,2.48
2009,10,4,18,50,2.52
2009,10,4,19,50,2.5
2009,10,4,20,50,2.37
2009,10,4,21,50,2.42
2009,10,4,22,50,2.3
2009,10,4,23,50,2.56
2009,10,5,0,50,2.41
2009,10,5,1,50,2.47
2009,10,5,2,50,2.24
2009,10,5,3,50,2.31
2009,10,5,4,50,2.45
2009,10,5,5,50,2.24
2009,10,5,6,50,2.21
2009,10,5,7,50,2.27
2009,10,5,8,50,2.05
2009,10,5,9,50,2.16
2009,10,5,10,50,2.02
2009,10,5,11,50,1.99
2009,10,5,12,50,2.1
2009,10,5,13,50,2.08
2009,10,5,14,50,2.25
2009,10,5,15,50,1.94
2009,10,5,16,50,2.03
2009,10,5,17,50,2.08
2009,10,5,18,50,2.13
2009,10,5,19,50,2.28
2009,10,5,20,50,2.01
2009,10,5,21,50,2.01
2009,10,5,22,50,2.04
2009,10,5,23,50,2.12
2009,10,6,0,50,1.99
2009,10,6,1,50,1.97
2009,10,6,2,50,2.05
2009,10,6,3,50,2.15
2009,10,6,4,50,1.98
2009,10,6,5,50,2.21
2009,10,6,6,50,2.09
2009,10,6,7,50,2
2009,10,6,8,50,2.02
2009,10,6,9,50,2.23
2009,10,6,10,50,2.21
2009,10,6,11,50,2.15
9999,9999,9999,12,9999,2.14
2009,10,6,13,50,2.13
2009,10,6,14,50,2.05
2009,10,6,15,50,2.25
2009,10,6,16,50,2.25
2009,10,6,17,50,2.16
2009,10,6,18,50,2.31
2009,10,6,19,50,2.17
2009,10,6,20,50,2.17
2009,10,6,21,50,2.09
2009,10,6,22,50,2.18
2009,10,6,23,50,2.27
2009,10,7,0,50,2.32
2009,10,7,1,50,2.3
2009,10,7,2,50,2.17
2009,10,7,3,50,2.28
2009,10,7,4,50,2.4
2009,10,7,5,50,2.26
2009,10,7,6,50,2.25
2009,10,7,7,50,2.17
2009,10,7,8,50,2.2
2009,10,7,9,50,2.27
2009,10,7,10,50,2.34
2009,10,7,11,50,2.28
2009,10,7,12,50,2.35
2009,10,7,13,50,2.32
2009,10,7,14,50,2.33
2009,10,7,15,50,2.22
2009,10,7,16,50,2.33
2009,10,7,17,50,2.2
2009,10,7,18,50,2.31
2009,10,7,19,50,2.3
2009,10,7,20,50,2.33
2009,10,7,21,50,2.3
2009,10,7,22,50,2.43
2009,10,7,23,50,2.07
2009,10,8,0,50,2.32
2009,10,8,1,50,2.28
2009,10,8,2,50,2.32
2009,10,8,3,50,2.39
2009,10,8,4,50,2.3
2009,10,8,5,50,2.19
2009,10,8,6,50,2.15
2009,10,8,7,50,2.03
2009,10,8,8,50,2.25
2009,10,8,9,50,2.27
2009,10,8,10,50,2.12
2009,10,8,11,50,2.37
2009,10,8,12,50,2.12
2009,10,8,13,50,2.28
2009,10,8,14,50,2.21
2009,10,8,15,50,2.16
2009,10,8,16,50,2.04
2009,10,8,17,50,1.95
2009,10,8,18,50,1.94
2009,10,8,19,50,1.96
2009,10,8,20,50,2.06
2009,10,8,21,50,2.06
2009,10,8,22,50,1.81
2009,10,8,23,50,1.94
2009,10,9,0,50,1.96
2009,10,9,1,50,1.94
2009,10,9,2,50,1.94
2009,10,9,3,50,1.76
2009,10,9,4,50,1.85
2009,10,9,5,50,1.89
2009,10,9,6,50,1.93
2009,10,9,7,50,1.74
2009,10,9,8,50,1.73
2009,10,9,9,50,1.68
2009,10,9,10,50,1.65
2009,10,9,11,50,1.73
2009,10,9,12,50,1.64
2009,10,9,13,50,1.62
2009,10,9,14,50,1.57
2009,10,9,15,50,1.65
2009,10,9,16,50,1.56
2009,10,9,17,50,1.57
2009,10,9,18,50,1.55
2009,10,9,19,50,1.72
2009,10,9,20,50,1.66
2009,10,9,21,50,1.57
2009,10,9,22,50,1.55
2009,10,9,23,50,1.54
2009,10,10,0,50,1.54
2009,10,10,1,50,1.51
2009,10,10,2,50,1.49
2009,10,10,3,50,1.47
2009,10,10,4,50,1.44
2009,10,10,5,50,1.48
2009,10,10,6,50,1.46
2009,10,10,7,50,1.34
2009,10,10,8,50,1.42
2009,10,10,9,50,1.35
2009,10,10,10,50,1.4
2009,10,10,11,50,1.55
2009,10,10,12,50,1.69
2009,10,10,13,50,1.83
2009,10,10,14,50,1.76
2009,10,10,15,50,1.84
2009,10,10,16,50,2.03
2009,10,10,17,50,2.2
2009,10,10,18,50,2.01
2009,10,10,19,50,2.24
2009,10,10,20,50,2.45
2009,10,10,21,50,2.42
2009,10,10,22,50,2.31
2009,10,10,23,50,2.14
2009,10,11,0,50,2.14
2009,10,11,1,50,2.07
2009,10,11,2,50,2.04
2009,10,11,3,50,2.12
2009,10,11,4,50,2.26
2009,10,11,5,50,2.05
2009,10,11,6,50,2.05
2009,10,11,7,50,2.17
2009,10,11,8,50,2.28
2009,10,11,9,50,2.38
2009,10,11,10,50,2.34
2009,10,11,11,50,2.39
2009,10,11,12,50,2.53
2009,10,11,13,50,2.67
2009,10,11,14,50,2.62
2009,10,11,15,50,2.63
2009,10,11,16,50,2.66
2009,10,11,17,50,2.56
2009,10,11,18,50,2.39
2009,10,11,19,50,2.46
2009,10,11,20,50,2.49
2009,10,11,21,50,2.38
2009,10,11,22,50,2.5
2009,10,11,23,50,2.42
2009,10,12,0,50,2.35
2009,10,12,1,50,2.51
2009,10,12,2,50,2.51
2009,10,12,3,50,2.5
2009,10,12,4,50,2.39
2009,10,12,5,50,2.46
2009,10,12,6,50,2.47
2009,10,12,7,50,2.5
2009,10,12,8,50,2.22
2009,10,12,9,50,2.46
2009,10,12,10,50,2.62
2009,10,12,11,50,2.41
2009,10,12,12,50,2.72
2009,10,12,13,50,2.46
2009,10,12,14,50,2.31
2009,10,12,15,50,2.37
2009,10,12,16,50,2.33
2009,10,12,17,50,2.34
2009,10,12,18,50,2.2
2009,10,12,19,50,2.21
2009,10,12,20,50,2.28
2009,10,12,21,50,2.02
2009,10,12,22,50,2.51
2009,10,12,23,50,2.19
2009,10,13,0,50,2.25
2009,10,13,1,50,2.13
2009,10,13,2,50,2.36
2009,10,13,3,50,2.13
2009,10,13,4,50,2
2009,10,13,5,50,2.13
2009,10,13,6,50,2.09
2009,10,13,7,50,2.01
2009,10,13,8,50,2.03
2009,10,13,9,50,2.01
2009,10,13,10,50,1.99
2009,10,13,11,50,1.83
2009,10,13,12,50,1.88
2009,10,13,13,50,1.96
2009,10,13,14,50,2.15
2009,10,13,15,50,2.09
2009,10,13,16,50,2.12
